batch_id,inventory_date,product_name,brand,unit,packaging_type,sales_channel,production_date,expiration_date,quantity_received,quantity_sold,quantity_in_stock,expected_stock,stock_discrepancy,minimum_stock_threshold,reorder_quantity,days_until_expiration,stock_status,expiration_status
BAT-002188,2022-05-18,Curd,Mother Dairy,kilograms,Refrigerated,Retail,2022-05-10,2022-05-15,113.12,13,100,100.12,-0.12,47.73,59.33,-3,Sufficient,Expired
BAT-002189,2020-04-20,Curd,Amul,kilograms,Refrigerated,Wholesale,2020-02-24,2020-03-01,609.16,55,554,554.16,-0.16,56.1,105.87,-50,Sufficient,Expired
BAT-002190,2022-05-13,Curd,Amul,kilograms,Refrigerated,Online,2022-03-21,2022-03-26,311.13,165,146,146.13,-0.13,93.09,47.02,-48,Sufficient,Expired
BAT-002191,2019-05-02,Curd,Amul,kilograms,Refrigerated,Online,2019-04-04,2019-04-10,361.34,346,15,15.34,-0.34,96.91,90.58,-22,Low Stock,Expired
BAT-002193,2022-09-04,Curd,Sudha,kilograms,Refrigerated,Retail,2022-08-07,2022-08-12,364.28,166,198,198.28,-0.28,88.73,132.99,-23,Sufficient,Expired
BAT-002196,2022-01-19,Curd,Mother Dairy,kilograms,Refrigerated,Online,2021-12-17,2021-12-24,405.43,57,348,348.43,-0.43,25.42,90.16,-26,Sufficient,Expired
BAT-002197,2021-01-27,Curd,Sudha,kilograms,Refrigerated,Wholesale,2021-01-08,2021-01-15,684.08,683,1,1.08,-0.08,80.45,60.92,-12,Low Stock,Expired
BAT-002199,2020-04-10,Curd,Mother Dairy,kilograms,Refrigerated,Online,2020-03-20,2020-03-26,917.21,193,724,724.21,-0.21,62.84,132.84,-15,Sufficient,Expired
BAT-002201,2020-02-13,Curd,Sudha,kilograms,Refrigerated,Online,2020-01-27,2020-02-02,895.12,247,648,648.12,-0.12,14.21,23.35,-11,Sufficient,Expired
BAT-002203,2020-02-18,Curd,Raj,kilograms,Refrigerated,Retail,2020-02-11,2020-02-16,708.13,504,204,204.13,-0.13,41.55,86.19,-2,Sufficient,Expired
BAT-002204,2020-10-05,Curd,Amul,kilograms,Refrigerated,Wholesale,2020-08-10,2020-08-15,782.49,177,605,605.49,-0.49,33.75,86.74,-51,Sufficient,Expired
BAT-002205,2022-11-20,Curd,Raj,kilograms,Refrigerated,Wholesale,2022-11-12,2022-11-17,440.06,391,49,49.06,-0.06,19.07,79.27,-3,Sufficient,Expired
BAT-002206,2020-04-26,Curd,Amul,kilograms,Refrigerated,Retail,2020-03-29,2020-04-03,905.36,640,265,265.36,-0.36,82.32,186.66,-23,Sufficient,Expired
BAT-002208,2020-11-11,Curd,Sudha,kilograms,Refrigerated,Retail,2020-09-24,2020-09-29,66.32,65,1,1.32,-0.32,90.3,72.17,-43,Low Stock,Expired
BAT-002209,2020-03-07,Curd,Sudha,kilograms,Refrigerated,Retail,2020-03-05,2020-03-11,499.31,15,484,484.31,-0.31,81.45,100.71,4,Sufficient,Expiring Soon
BAT-002210,2020-01-04,Curd,Amul,kilograms,Refrigerated,Wholesale,2019-11-15,2019-11-21,194.04,44,150,150.04,-0.04,84.29,112.44,-44,Sufficient,Expired
BAT-002212,2019-02-26,Curd,Amul,kilograms,Refrigerated,Retail,2019-01-17,2019-01-24,127.22,55,72,72.22,-0.22,39.64,73.4,-33,Sufficient,Expired
BAT-002214,2022-01-03,Curd,Mother Dairy,kilograms,Refrigerated,Retail,2021-12-01,2021-12-07,328.37,95,233,233.37,-0.37,19.87,83.15,-27,Sufficient,Expired
BAT-002215,2020-08-03,Curd,Amul,kilograms,Refrigerated,Retail,2020-06-20,2020-06-26,951.04,163,788,788.04,-0.04,70.05,167.2,-38,Sufficient,Expired
BAT-002216,2021-07-19,Curd,Sudha,kilograms,Refrigerated,Wholesale,2021-07-14,2021-07-19,212.47,149,63,63.47,-0.47,81.77,78.59,0,Low Stock,Urgent
BAT-002217,2020-01-03,Curd,Raj,kilograms,Refrigerated,Online,2019-12-19,2019-12-24,118.09,82,36,36.09,-0.09,81.97,49.19,-10,Low Stock,Expired
BAT-002218,2022-02-11,Curd,Sudha,kilograms,Refrigerated,Retail,2021-12-23,2021-12-30,145.0,101,44,44.0,0.0,40.04,190.12,-43,Sufficient,Expired
BAT-002219,2022-02-05,Curd,Mother Dairy,kilograms,Refrigerated,Online,2021-12-15,2021-12-21,42.13,10,32,32.13,-0.13,64.27,173.67,-46,Low Stock,Expired
BAT-002220,2021-06-20,Curd,Sudha,kilograms,Refrigerated,Retail,2021-06-08,2021-06-15,761.15,156,605,605.15,-0.15,95.44,144.05,-5,Sufficient,Expired
BAT-002221,2020-06-22,Curd,Mother Dairy,kilograms,Refrigerated,Wholesale,2020-05-06,2020-05-13,228.33,5,223,223.33,-0.33,27.99,103.65,-40,Sufficient,Expired
BAT-002226,2020-01-27,Curd,Sudha,kilograms,Refrigerated,Wholesale,2019-12-23,2019-12-29,966.41,558,408,408.41,-0.41,22.34,50.58,-29,Sufficient,Expired
BAT-002231,2020-02-09,Curd,Amul,kilograms,Refrigerated,Retail,2020-01-06,2020-01-11,191.18,101,90,90.18,-0.18,41.42,30.7,-29,Sufficient,Expired
BAT-002232,2021-01-23,Curd,Mother Dairy,kilograms,Refrigerated,Retail,2020-12-27,2021-01-02,726.46,570,156,156.46,-0.46,76.25,152.96,-21,Sufficient,Expired
BAT-002233,2020-02-11,Curd,Mother Dairy,kilograms,Refrigerated,Wholesale,2019-12-14,2019-12-20,565.42,305,260,260.42,-0.42,94.66,181.13,-53,Sufficient,Expired
BAT-002234,2022-10-08,Curd,Sudha,kilograms,Refrigerated,Retail,2022-08-12,2022-08-19,306.44,81,225,225.44,-0.44,98.87,182.21,-50,Sufficient,Expired
BAT-002235,2022-08-13,Curd,Sudha,kilograms,Refrigerated,Wholesale,2022-08-12,2022-08-19,804.02,226,578,578.02,-0.02,44.14,189.47,6,Sufficient,Expiring Soon
BAT-002236,2020-05-13,Curd,Raj,kilograms,Refrigerated,Wholesale,2020-04-16,2020-04-21,823.35,275,548,548.35,-0.35,78.39,115.46,-22,Sufficient,Expired
BAT-002238,2020-07-15,Curd,Sudha,kilograms,Refrigerated,Online,2020-05-26,2020-06-01,78.09,73,5,5.09,-0.09,96.7,140.42,-44,Low Stock,Expired
BAT-002239,2022-11-07,Curd,Raj,kilograms,Refrigerated,Retail,2022-09-21,2022-09-26,506.35,407,99,99.35,-0.35,72.06,71.17,-42,Sufficient,Expired
BAT-002242,2019-12-02,Curd,Mother Dairy,kilograms,Refrigerated,Retail,2019-11-27,2019-12-04,877.14,485,392,392.14,-0.14,81.27,164.76,2,Sufficient,Urgent
BAT-002245,2021-01-10,Curd,Mother Dairy,kilograms,Refrigerated,Retail,2020-12-28,2021-01-02,487.4,267,220,220.4,-0.4,61.49,127.07,-8,Sufficient,Expired
BAT-002246,2019-01-09,Curd,Raj,kilograms,Refrigerated,Online,2018-12-30,2019-01-04,575.27,295,280,280.27,-0.27,25.34,92.39,-5,Sufficient,Expired
BAT-002250,2019-04-01,Curd,Sudha,kilograms,Refrigerated,Online,2019-02-14,2019-02-20,273.05,214,59,59.05,-0.05,56.5,35.47,-40,Sufficient,Expired
BAT-002252,2021-12-24,Curd,Mother Dairy,kilograms,Refrigerated,Wholesale,2021-11-25,2021-11-30,812.38,582,230,230.38,-0.38,31.07,123.16,-24,Sufficient,Expired
BAT-002253,2019-07-04,Curd,Raj,kilograms,Refrigerated,Wholesale,2019-06-15,2019-06-22,571.43,523,48,48.43,-0.43,92.81,110.1,-12,Low Stock,Expired
BAT-002255,2021-02-14,Curd,Mother Dairy,kilograms,Refrigerated,Online,2021-02-10,2021-02-17,777.2,224,553,553.2,-0.2,80.18,80.88,3,Sufficient,Urgent
BAT-002257,2021-02-22,Curd,Raj,kilograms,Refrigerated,Retail,2021-01-09,2021-01-15,734.1,359,375,375.1,-0.1,73.08,196.29,-38,Sufficient,Expired
BAT-002258,2022-07-01,Curd,Amul,kilograms,Refrigerated,Retail,2022-05-02,2022-05-08,956.43,419,537,537.43,-0.43,37.05,159.17,-54,Sufficient,Expired
BAT-002260,2022-11-23,Curd,Amul,kilograms,Refrigerated,Retail,2022-10-11,2022-10-18,534.42,76,458,458.42,-0.42,64.69,136.57,-36,Sufficient,Expired
BAT-002263,2021-10-20,Curd,Sudha,kilograms,Refrigerated,Wholesale,2021-09-22,2021-09-29,426.18,418,8,8.18,-0.18,76.13,148.3,-21,Low Stock,Expired
BAT-002266,2020-12-19,Curd,Amul,kilograms,Refrigerated,Online,2020-11-25,2020-12-02,544.08,509,35,35.08,-0.08,98.94,70.05,-17,Low Stock,Expired
BAT-002269,2022-12-08,Curd,Mother Dairy,kilograms,Refrigerated,Retail,2022-10-28,2022-11-02,486.04,440,46,46.04,-0.04,64.11,129.42,-36,Low Stock,Expired
BAT-002271,2020-07-25,Curd,Sudha,kilograms,Refrigerated,Online,2020-06-04,2020-06-09,317.23,116,201,201.23,-0.23,42.49,111.31,-46,Sufficient,Expired
BAT-002272,2020-03-20,Curd,Raj,kilograms,Refrigerated,Online,2020-02-02,2020-02-07,471.07,261,210,210.07,-0.07,78.42,45.86,-42,Sufficient,Expired
BAT-002273,2019-09-22,Curd,Raj,kilograms,Refrigerated,Online,2019-07-29,2019-08-04,568.38,193,375,375.38,-0.38,50.76,93.38,-49,Sufficient,Expired
BAT-002279,2021-11-17,Curd,Raj,kilograms,Refrigerated,Wholesale,2021-09-21,2021-09-28,557.3,199,358,358.3,-0.3,82.24,69.61,-50,Sufficient,Expired
BAT-002280,2020-03-12,Curd,Mother Dairy,kilograms,Refrigerated,Retail,2020-02-04,2020-02-10,490.01,343,147,147.01,-0.01,39.38,162.18,-31,Sufficient,Expired
BAT-002281,2019-02-05,Curd,Amul,kilograms,Refrigerated,Online,2018-12-24,2018-12-30,761.33,90,671,671.33,-0.33,57.2,75.56,-37,Sufficient,Expired
BAT-002282,2021-11-18,Curd,Amul,kilograms,Refrigerated,Retail,2021-11-09,2021-11-16,990.11,93,897,897.11,-0.11,14.52,137.26,-2,Sufficient,Expired
BAT-002288,2019-11-03,Curd,Mother Dairy,kilograms,Refrigerated,Online,2019-10-31,2019-11-06,48.19,23,25,25.19,-0.19,84.89,154.33,3,Low Stock,Urgent
BAT-002290,2021-10-25,Curd,Raj,kilograms,Refrigerated,Wholesale,2021-10-12,2021-10-17,93.2,59,34,34.2,-0.2,39.28,169.37,-8,Low Stock,Expired
BAT-002291,2022-12-27,Curd,Sudha,kilograms,Refrigerated,Wholesale,2022-11-02,2022-11-08,634.43,195,439,439.43,-0.43,57.39,35.68,-49,Sufficient,Expired
BAT-002292,2022-06-26,Curd,Sudha,kilograms,Refrigerated,Wholesale,2022-06-11,2022-06-16,531.02,168,363,363.02,-0.02,57.61,138.6,-10,Sufficient,Expired
BAT-002297,2022-03-13,Curd,Mother Dairy,kilograms,Refrigerated,Retail,2022-02-15,2022-02-21,693.49,167,526,526.49,-0.49,51.14,163.11,-20,Sufficient,Expired
BAT-002303,2022-10-02,Curd,Sudha,kilograms,Refrigerated,Wholesale,2022-08-07,2022-08-14,892.22,778,114,114.22,-0.22,62.8,66.45,-49,Sufficient,Expired
BAT-002304,2021-10-11,Curd,Amul,kilograms,Refrigerated,Online,2021-10-09,2021-10-14,471.44,313,158,158.44,-0.44,38.75,118.66,3,Sufficient,Urgent
BAT-002305,2019-09-16,Curd,Amul,kilograms,Refrigerated,Wholesale,2019-08-08,2019-08-15,694.29,632,62,62.29,-0.29,22.71,53.9,-32,Sufficient,Expired
BAT-002306,2021-05-26,Curd,Amul,kilograms,Refrigerated,Retail,2021-05-20,2021-05-25,501.36,63,438,438.36,-0.36,55.14,106.0,-1,Sufficient,Expired
BAT-002307,2020-07-16,Curd,Mother Dairy,kilograms,Refrigerated,Online,2020-07-12,2020-07-18,509.05,74,435,435.05,-0.05,70.61,127.01,2,Sufficient,Urgent
BAT-002308,2021-01-11,Curd,Sudha,kilograms,Refrigerated,Online,2020-11-21,2020-11-27,263.43,181,82,82.43,-0.43,18.54,188.51,-45,Sufficient,Expired
BAT-002311,2019-11-18,Curd,Amul,kilograms,Refrigerated,Retail,2019-11-17,2019-11-23,446.41,59,387,387.41,-0.41,34.0,117.6,5,Sufficient,Expiring Soon
BAT-002312,2022-11-10,Curd,Amul,kilograms,Refrigerated,Wholesale,2022-09-30,2022-10-05,976.47,331,645,645.47,-0.47,64.27,57.45,-36,Sufficient,Expired
BAT-002313,2019-05-16,Curd,Mother Dairy,kilograms,Refrigerated,Online,2019-03-21,2019-03-26,410.02,357,53,53.02,-0.02,52.94,138.31,-51,Sufficient,Expired
BAT-002314,2021-09-13,Curd,Mother Dairy,kilograms,Refrigerated,Online,2021-09-02,2021-09-07,919.41,76,843,843.41,-0.41,49.64,168.84,-6,Sufficient,Expired
BAT-002316,2022-04-17,Curd,Mother Dairy,kilograms,Refrigerated,Online,2022-03-20,2022-03-25,681.16,292,389,389.16,-0.16,70.04,109.06,-23,Sufficient,Expired
BAT-002317,2021-08-23,Curd,Raj,kilograms,Refrigerated,Retail,2021-08-18,2021-08-24,80.44,14,66,66.44,-0.44,57.92,144.04,1,Sufficient,Urgent
BAT-002319,2019-10-01,Curd,Mother Dairy,kilograms,Refrigerated,Online,2019-09-05,2019-09-10,536.41,453,83,83.41,-0.41,25.1,73.35,-21,Sufficient,Expired
BAT-002320,2020-01-20,Curd,Raj,kilograms,Refrigerated,Online,2020-01-08,2020-01-15,209.39,109,100,100.39,-0.39,35.42,198.03,-5,Sufficient,Expired
BAT-002322,2019-09-14,Curd,Sudha,kilograms,Refrigerated,Wholesale,2019-08-27,2019-09-02,459.1,450,9,9.1,-0.1,82.7,36.78,-12,Low Stock,Expired
BAT-002323,2021-04-03,Curd,Sudha,kilograms,Refrigerated,Online,2021-02-19,2021-02-26,549.43,1,548,548.43,-0.43,89.49,68.45,-36,Sufficient,Expired
BAT-002324,2019-07-24,Curd,Amul,kilograms,Refrigerated,Online,2019-06-17,2019-06-24,34.42,14,20,20.42,-0.42,88.54,63.29,-30,Low Stock,Expired
BAT-002325,2022-07-18,Curd,Raj,kilograms,Refrigerated,Online,2022-06-21,2022-06-26,285.0,254,31,31.0,0.0,89.74,21.53,-22,Low Stock,Expired
BAT-002327,2020-10-10,Curd,Sudha,kilograms,Refrigerated,Online,2020-08-29,2020-09-04,820.0,247,573,573.0,0.0,65.1,48.51,-36,Sufficient,Expired
BAT-002328,2021-03-17,Curd,Sudha,kilograms,Refrigerated,Retail,2021-01-28,2021-02-04,45.34,6,39,39.34,-0.34,24.92,40.27,-41,Sufficient,Expired
BAT-002329,2020-02-20,Curd,Raj,kilograms,Refrigerated,Wholesale,2020-01-21,2020-01-26,84.22,68,16,16.22,-0.22,85.51,117.92,-25,Low Stock,Expired
BAT-002330,2019-04-23,Curd,Sudha,kilograms,Refrigerated,Retail,2019-03-07,2019-03-12,701.45,133,568,568.45,-0.45,87.96,95.8,-42,Sufficient,Expired
BAT-002331,2019-09-03,Curd,Mother Dairy,kilograms,Refrigerated,Online,2019-08-10,2019-08-17,608.37,323,285,285.37,-0.37,78.56,78.59,-17,Sufficient,Expired
BAT-002332,2019-07-23,Curd,Raj,kilograms,Refrigerated,Retail,2019-06-26,2019-07-02,1.17,1,0,0.17,-0.17,86.88,26.59,-21,Low Stock,Expired
BAT-002333,2021-02-21,Curd,Raj,kilograms,Refrigerated,Retail,2021-02-15,2021-02-21,126.35,17,109,109.35,-0.35,57.83,54.89,0,Sufficient,Urgent
BAT-002336,2020-10-03,Curd,Raj,kilograms,Refrigerated,Wholesale,2020-08-05,2020-08-12,752.14,443,309,309.14,-0.14,34.6,116.55,-52,Sufficient,Expired
BAT-002337,2020-03-12,Curd,Mother Dairy,kilograms,Refrigerated,Retail,2020-01-19,2020-01-24,901.07,684,217,217.07,-0.07,51.81,136.66,-48,Sufficient,Expired
BAT-002338,2020-05-04,Curd,Amul,kilograms,Refrigerated,Retail,2020-04-18,2020-04-24,816.36,632,184,184.36,-0.36,89.17,188.16,-10,Sufficient,Expired
BAT-002341,2020-10-25,Curd,Raj,kilograms,Refrigerated,Retail,2020-09-28,2020-10-03,905.27,119,786,786.27,-0.27,46.57,51.77,-22,Sufficient,Expired
BAT-002343,2020-03-16,Curd,Amul,kilograms,Refrigerated,Retail,2020-02-18,2020-02-23,696.09,639,57,57.09,-0.09,46.04,173.7,-22,Sufficient,Expired
BAT-002346,2021-03-15,Curd,Amul,kilograms,Refrigerated,Online,2021-02-14,2021-02-21,379.21,318,61,61.21,-0.21,34.77,118.0,-22,Sufficient,Expired
BAT-002347,2022-07-15,Curd,Mother Dairy,kilograms,Refrigerated,Online,2022-06-18,2022-06-25,169.43,17,152,152.43,-0.43,40.7,160.0,-20,Sufficient,Expired
BAT-002350,2019-05-23,Curd,Amul,kilograms,Refrigerated,Wholesale,2019-05-07,2019-05-13,607.19,522,85,85.19,-0.19,62.43,85.3,-10,Sufficient,Expired
BAT-002351,2021-10-09,Curd,Raj,kilograms,Refrigerated,Online,2021-08-31,2021-09-06,161.32,22,139,139.32,-0.32,31.8,53.64,-33,Sufficient,Expired
BAT-002353,2022-01-12,Curd,Raj,kilograms,Refrigerated,Online,2021-12-22,2021-12-28,993.43,70,923,923.43,-0.43,64.24,58.4,-15,Sufficient,Expired
BAT-002355,2021-06-06,Curd,Sudha,kilograms,Refrigerated,Wholesale,2021-05-31,2021-06-05,866.16,463,403,403.16,-0.16,15.72,134.92,-1,Sufficient,Expired
BAT-002356,2020-07-06,Curd,Raj,kilograms,Refrigerated,Retail,2020-05-11,2020-05-18,336.37,37,299,299.37,-0.37,64.51,27.71,-49,Sufficient,Expired
BAT-002361,2019-07-20,Curd,Raj,kilograms,Refrigerated,Retail,2019-07-07,2019-07-12,82.1,68,14,14.1,-0.1,11.32,172.14,-8,Sufficient,Expired
BAT-002362,2020-11-10,Curd,Mother Dairy,kilograms,Refrigerated,Retail,2020-09-19,2020-09-25,200.02,198,2,2.02,-0.02,46.37,65.84,-46,Low Stock,Expired
BAT-002364,2022-04-06,Curd,Amul,kilograms,Refrigerated,Retail,2022-03-14,2022-03-19,999.16,756,243,243.16,-0.16,67.64,70.05,-18,Sufficient,Expired
BAT-002366,2022-09-22,Curd,Sudha,kilograms,Refrigerated,Retail,2022-08-04,2022-08-11,434.19,163,271,271.19,-0.19,26.92,116.72,-42,Sufficient,Expired
BAT-002367,2019-05-12,Curd,Amul,kilograms,Refrigerated,Retail,2019-05-07,2019-05-12,63.26,3,60,60.26,-0.26,37.78,20.38,0,Sufficient,Urgent
BAT-002368,2022-12-05,Curd,Amul,kilograms,Refrigerated,Wholesale,2022-11-10,2022-11-15,991.29,464,527,527.29,-0.29,15.79,78.58,-20,Sufficient,Expired
BAT-002369,2019-05-20,Curd,Raj,kilograms,Refrigerated,Wholesale,2019-04-02,2019-04-07,79.36,20,59,59.36,-0.36,95.02,71.66,-43,Low Stock,Expired
BAT-002372,2021-01-18,Curd,Raj,kilograms,Refrigerated,Retail,2020-11-27,2020-12-03,936.12,157,779,779.12,-0.12,65.92,153.37,-46,Sufficient,Expired
BAT-002373,2020-05-06,Curd,Amul,kilograms,Refrigerated,Wholesale,2020-03-21,2020-03-28,791.43,538,253,253.43,-0.43,66.42,59.81,-39,Sufficient,Expired
BAT-002374,2022-12-11,Curd,Raj,kilograms,Refrigerated,Retail,2022-10-27,2022-11-03,759.06,125,634,634.06,-0.06,63.35,118.3,-38,Sufficient,Expired
BAT-002376,2020-07-15,Curd,Mother Dairy,kilograms,Refrigerated,Retail,2020-06-10,2020-06-17,186.26,52,134,134.26,-0.26,15.37,62.23,-28,Sufficient,Expired
BAT-002377,2020-01-24,Curd,Amul,kilograms,Refrigerated,Online,2019-12-31,2020-01-05,643.43,437,206,206.43,-0.43,25.88,67.38,-19,Sufficient,Expired
BAT-002378,2019-10-17,Curd,Amul,kilograms,Refrigerated,Wholesale,2019-09-13,2019-09-20,432.3,403,29,29.3,-0.3,84.19,172.21,-27,Low Stock,Expired
BAT-002382,2020-06-25,Curd,Mother Dairy,kilograms,Refrigerated,Online,2020-06-11,2020-06-16,86.18,53,33,33.18,-0.18,52.04,174.72,-9,Low Stock,Expired
BAT-002383,2020-08-27,Curd,Amul,kilograms,Refrigerated,Wholesale,2020-07-27,2020-08-02,82.33,2,80,80.33,-0.33,34.84,106.78,-25,Sufficient,Expired
BAT-002385,2020-12-20,Curd,Sudha,kilograms,Refrigerated,Online,2020-11-10,2020-11-17,391.2,81,310,310.2,-0.2,59.09,133.88,-33,Sufficient,Expired
BAT-002390,2021-08-18,Curd,Sudha,kilograms,Refrigerated,Wholesale,2021-06-22,2021-06-29,658.24,427,231,231.24,-0.24,70.52,66.65,-50,Sufficient,Expired
BAT-002391,2021-02-25,Curd,Amul,kilograms,Refrigerated,Online,2021-01-03,2021-01-08,873.48,348,525,525.48,-0.48,25.68,183.83,-48,Sufficient,Expired
BAT-002393,2022-08-24,Curd,Sudha,kilograms,Refrigerated,Retail,2022-06-27,2022-07-03,220.21,218,2,2.21,-0.21,74.74,131.05,-52,Low Stock,Expired
BAT-002394,2019-07-28,Curd,Mother Dairy,kilograms,Refrigerated,Retail,2019-06-13,2019-06-20,566.41,110,456,456.41,-0.41,77.08,158.2,-38,Sufficient,Expired
BAT-002395,2021-09-26,Curd,Amul,kilograms,Refrigerated,Retail,2021-08-01,2021-08-06,484.47,404,80,80.47,-0.47,88.49,32.99,-51,Low Stock,Expired
BAT-002396,2019-03-08,Curd,Amul,kilograms,Refrigerated,Online,2019-03-01,2019-03-06,989.32,109,880,880.32,-0.32,28.42,138.91,-2,Sufficient,Expired
BAT-002397,2020-05-16,Curd,Amul,kilograms,Refrigerated,Online,2020-03-26,2020-04-01,103.34,27,76,76.34,-0.34,47.34,55.94,-45,Sufficient,Expired
BAT-002398,2020-12-20,Curd,Sudha,kilograms,Refrigerated,Retail,2020-11-02,2020-11-09,478.22,477,1,1.22,-0.22,10.03,104.71,-41,Low Stock,Expired
BAT-002401,2022-12-01,Curd,Sudha,kilograms,Refrigerated,Wholesale,2022-10-12,2022-10-17,665.4,228,437,437.4,-0.4,33.46,160.2,-45,Sufficient,Expired
BAT-002402,2020-02-16,Curd,Raj,kilograms,Refrigerated,Wholesale,2020-01-12,2020-01-19,424.45,7,417,417.45,-0.45,82.64,171.4,-28,Sufficient,Expired
BAT-002404,2019-03-21,Curd,Amul,kilograms,Refrigerated,Wholesale,2019-03-18,2019-03-23,209.35,90,119,119.35,-0.35,56.91,177.65,2,Sufficient,Urgent
BAT-002406,2021-12-23,Curd,Raj,kilograms,Refrigerated,Online,2021-11-11,2021-11-16,964.1,924,40,40.1,-0.1,56.14,117.65,-37,Low Stock,Expired
BAT-002407,2021-05-13,Curd,Sudha,kilograms,Refrigerated,Wholesale,2021-04-19,2021-04-26,224.13,212,12,12.13,-0.13,57.79,138.97,-17,Low Stock,Expired
BAT-002408,2020-06-26,Curd,Amul,kilograms,Refrigerated,Online,2020-04-27,2020-05-02,904.28,376,528,528.28,-0.28,22.97,102.84,-55,Sufficient,Expired
BAT-002409,2019-06-06,Curd,Mother Dairy,kilograms,Refrigerated,Retail,2019-05-31,2019-06-06,931.22,820,111,111.22,-0.22,32.48,170.14,0,Sufficient,Urgent
BAT-002412,2021-04-01,Curd,Raj,kilograms,Refrigerated,Wholesale,2021-03-26,2021-04-02,473.16,419,54,54.16,-0.16,19.48,86.6,1,Sufficient,Urgent
BAT-002414,2019-07-03,Curd,Raj,kilograms,Refrigerated,Wholesale,2019-05-09,2019-05-16,456.42,37,419,419.42,-0.42,79.64,142.93,-48,Sufficient,Expired
BAT-002416,2020-06-11,Curd,Amul,kilograms,Refrigerated,Retail,2020-05-08,2020-05-15,843.45,604,239,239.45,-0.45,24.72,23.16,-27,Sufficient,Expired
BAT-002421,2022-01-26,Curd,Sudha,kilograms,Refrigerated,Retail,2022-01-13,2022-01-20,775.28,553,222,222.28,-0.28,22.99,140.75,-6,Sufficient,Expired
BAT-002422,2021-06-15,Curd,Mother Dairy,kilograms,Refrigerated,Retail,2021-06-12,2021-06-19,426.26,155,271,271.26,-0.26,57.41,129.56,4,Sufficient,Expiring Soon
BAT-002423,2019-05-20,Curd,Amul,kilograms,Refrigerated,Retail,2019-04-17,2019-04-24,833.11,622,211,211.11,-0.11,59.28,181.47,-26,Sufficient,Expired
BAT-002424,2022-09-11,Curd,Raj,kilograms,Refrigerated,Wholesale,2022-08-21,2022-08-26,770.24,674,96,96.24,-0.24,21.8,192.58,-16,Sufficient,Expired
BAT-002427,2021-01-08,Curd,Mother Dairy,kilograms,Refrigerated,Wholesale,2021-01-02,2021-01-07,520.42,143,377,377.42,-0.42,11.62,58.75,-1,Sufficient,Expired
BAT-002433,2019-12-23,Curd,Mother Dairy,kilograms,Refrigerated,Online,2019-12-17,2019-12-23,165.21,117,48,48.21,-0.21,13.33,94.2,0,Sufficient,Urgent
BAT-002434,2020-06-28,Curd,Mother Dairy,kilograms,Refrigerated,Wholesale,2020-05-23,2020-05-30,431.5,293,138,138.5,-0.5,59.57,39.42,-29,Sufficient,Expired
BAT-002436,2020-01-25,Curd,Sudha,kilograms,Refrigerated,Online,2020-01-10,2020-01-17,529.4,229,300,300.4,-0.4,24.79,157.86,-8,Sufficient,Expired
BAT-002437,2019-02-13,Curd,Sudha,kilograms,Refrigerated,Retail,2019-02-12,2019-02-17,334.34,53,281,281.34,-0.34,20.52,30.01,4,Sufficient,Expiring Soon
BAT-002442,2019-12-07,Curd,Amul,kilograms,Refrigerated,Retail,2019-11-28,2019-12-05,221.31,119,102,102.31,-0.31,59.83,24.38,-2,Sufficient,Expired
BAT-002446,2020-09-11,Curd,Raj,kilograms,Refrigerated,Online,2020-08-05,2020-08-11,963.28,590,373,373.28,-0.28,54.19,26.37,-31,Sufficient,Expired
BAT-002448,2022-07-10,Curd,Raj,kilograms,Refrigerated,Retail,2022-06-11,2022-06-18,815.29,568,247,247.29,-0.29,92.35,74.68,-22,Sufficient,Expired
BAT-002453,2022-06-16,Curd,Mother Dairy,kilograms,Refrigerated,Retail,2022-04-20,2022-04-26,586.14,549,37,37.14,-0.14,95.9,54.9,-51,Low Stock,Expired
BAT-002458,2019-09-27,Curd,Sudha,kilograms,Refrigerated,Retail,2019-09-22,2019-09-29,864.01,48,816,816.01,-0.01,23.86,38.11,2,Sufficient,Urgent
BAT-002460,2019-09-21,Curd,Mother Dairy,kilograms,Refrigerated,Retail,2019-09-17,2019-09-23,959.03,56,903,903.03,-0.03,78.38,148.86,2,Sufficient,Urgent
BAT-002462,2022-02-19,Curd,Sudha,kilograms,Refrigerated,Retail,2021-12-27,2022-01-02,732.05,312,420,420.05,-0.05,32.36,145.45,-48,Sufficient,Expired
BAT-002463,2020-05-07,Curd,Sudha,kilograms,Refrigerated,Wholesale,2020-04-07,2020-04-12,389.06,57,332,332.06,-0.06,28.67,169.03,-25,Sufficient,Expired
BAT-002465,2020-10-09,Curd,Raj,kilograms,Refrigerated,Online,2020-08-26,2020-09-01,638.16,620,18,18.16,-0.16,97.02,58.76,-38,Low Stock,Expired
BAT-002467,2021-06-28,Curd,Sudha,kilograms,Refrigerated,Retail,2021-06-20,2021-06-26,800.47,547,253,253.47,-0.47,53.63,139.46,-2,Sufficient,Expired
BAT-002471,2020-05-17,Curd,Amul,kilograms,Refrigerated,Retail,2020-03-29,2020-04-05,882.33,539,343,343.33,-0.33,70.76,76.46,-42,Sufficient,Expired
BAT-002474,2019-09-02,Curd,Amul,kilograms,Refrigerated,Wholesale,2019-07-30,2019-08-04,571.37,244,327,327.37,-0.37,46.28,152.64,-29,Sufficient,Expired
